scenario,true_fcr,proxy_fcr,repeat_30d,repeat_31_60d,churn,aht,burnout,compliance,strain,rep_id,condition,call_id
loyalty_offer_missed,0.0611,0.9422,0.1229,0.6805,0.1084,531.3,0.2451,0.2382,0.3876,REP-0212,baseline,BASELINE-01212
loyalty_offer_missed,0.0875,0.9503,0.1888,0.5875,0.1459,536.5,0.3656,0.2933,0.3587,REP-0213,baseline,BASELINE-01213
clean,0.6794,0.884,0.0964,0.0164,0.0675,498.1,0.206,0.2992,0.3607,REP-0214,baseline,BASELINE-01214
unresolvable_clean,0.0564,0.6152,0.3132,0.3371,0.0603,583.3,0.1803,0.3621,0.3779,REP-0215,baseline,BASELINE-01215
fraud_store_promo,0.1712,0.8961,0.3002,0.4217,0.0866,577.2,0.3137,0.2422,0.3461,REP-0216,baseline,BASELINE-01216
unresolvable_clean,0.0124,0.5697,0.3267,0.2331,0.0621,537.6,0.2208,0.3114,0.4657,REP-0217,baseline,BASELINE-01217
fraud_line_add,0.1845,0.7928,0.3085,0.3726,0.1011,612.9,0.5013,0.3742,0.4059,REP-0218,baseline,BASELINE-01218
clean,0.6216,0.8714,0.0801,0.0472,0.0007,557.6,0.4174,0.3707,0.4703,REP-0219,baseline,BASELINE-01219
loyalty_offer_missed,0.1216,0.9387,0.1864,0.6074,0.1092,484.5,0.1813,0.2094,0.362,REP-0220,baseline,BASELINE-01220
unresolvable_clean,0.1015,0.5397,0.2901,0.234,0.0463,534.4,0.2626,0.2811,0.2922,REP-0221,baseline,BASELINE-01221
fraud_line_add,0.1565,0.9065,0.2157,0.3952,0.1333,542.5,0.2358,0.2356,0.4201,REP-0222,baseline,BASELINE-01222
loyalty_offer_missed,0.1083,0.9159,0.2396,0.6225,0.1215,497.6,0.1583,0.3299,0.3736,REP-0223,baseline,BASELINE-01223
clean,0.6295,0.8885,0.0474,0.0452,0.0524,536.3,0.341,0.2719,0.3547,REP-0224,baseline,BASELINE-01224
loyalty_offer_missed,0.1172,0.9013,0.1807,0.6591,0.1223,559.1,0.4454,0.4358,0.4134,REP-0225,baseline,BASELINE-01225
clean,0.7321,0.9403,0.0572,0.0559,0.0061,544.5,0.1204,0.2525,0.3585,REP-0226,baseline,BASELINE-01226
clean,0.5609,0.894,0.0793,0.0647,0.0334,575.7,0.4368,0.3664,0.332,REP-0227,baseline,BASELINE-01227
clean,0.6471,0.8955,0.0875,0.0795,0.0482,521.1,0.2055,0.2034,0.3476,REP-0228,baseline,BASELINE-01228
clean,0.6269,0.8594,0.0726,0.0475,0.0795,505.2,0.3681,0.2468,0.3885,REP-0229,baseline,BASELINE-01229
clean,0.5774,0.8694,0.0179,0.0198,0.0657,584.6,0.5487,0.364,0.4325,REP-0230,baseline,BASELINE-01230
clean,0.6127,0.9096,0.0848,0.0,0.039,572.0,0.5022,0.4111,0.3972,REP-0231,baseline,BASELINE-01231
gamed_metric,0.1079,0.9562,0.0951,0.453,0.0878,566.9,0.4722,0.4368,0.4529,REP-0232,baseline,BASELINE-01232
unresolvable_clean,0.0869,0.5507,0.32,0.2124,0.0695,499.3,0.234,0.3078,0.3431,REP-0233,baseline,BASELINE-01233
unresolvable_clean,0.0428,0.5427,0.3229,0.2884,0.074,558.5,0.455,0.3833,0.2898,REP-0234,baseline,BASELINE-01234
loyalty_offer_missed,0.1563,0.9278,0.1486,0.6341,0.1151,523.3,0.1075,0.1747,0.3846,REP-0235,baseline,BASELINE-01235
gamed_metric,0.1535,0.922,0.1376,0.5338,0.0977,529.9,0.3715,0.3393,0.4538,REP-0236,baseline,BASELINE-01236
gamed_metric,0.1047,0.9178,0.1352,0.5024,0.1147,501.1,0.1318,0.275,0.3823,REP-0237,baseline,BASELINE-01237
loyalty_offer_missed,0.1264,0.9304,0.2182,0.6082,0.098,548.6,0.4111,0.3448,0.366,REP-0238,baseline,BASELINE-01238
unresolvable_clean,0.0046,0.5263,0.3833,0.2608,0.0753,489.0,0.1998,0.2345,0.4196,REP-0239,baseline,BASELINE-01239
clean,0.6422,0.8901,0.0749,0.0793,0.0565,536.6,0.2057,0.2207,0.4006,REP-0240,baseline,BASELINE-01240
loyalty_offer_missed,0.1425,0.8987,0.1243,0.6575,0.1091,572.3,0.5113,0.4384,0.421,REP-0241,baseline,BASELINE-01241
fraud_hic_exchange,0.0851,0.9145,0.3214,0.4696,0.0859,460.3,0.013,0.2796,0.3913,REP-0242,baseline,BASELINE-01242
clean,0.5075,0.896,0.0441,0.027,0.0499,519.1,0.1876,0.2686,0.2858,REP-0243,baseline,BASELINE-01243
loyalty_offer_missed,0.0,0.9354,0.1772,0.6125,0.1407,489.9,0.1509,0.1495,0.3486,REP-0244,baseline,BASELINE-01244
fraud_hic_exchange,0.1431,0.8795,0.3553,0.452,0.0979,555.1,0.4133,0.2235,0.5037,REP-0245,baseline,BASELINE-01245
fraud_line_add,0.2179,0.8662,0.252,0.5295,0.1386,535.1,0.248,0.225,0.3302,REP-0246,baseline,BASELINE-01246
loyalty_offer_missed,0.1098,0.9296,0.1776,0.642,0.1576,554.7,0.2398,0.2783,0.3537,REP-0247,baseline,BASELINE-01247
fraud_line_add,0.1513,0.856,0.2744,0.5266,0.1268,531.2,0.3887,0.3482,0.4157,REP-0248,baseline,BASELINE-01248
clean,0.6569,0.921,0.0291,0.0,0.0667,520.7,0.1519,0.2836,0.2958,REP-0249,baseline,BASELINE-01249
unresolvable_clean,0.0598,0.5585,0.3055,0.2285,0.1,550.9,0.5262,0.4085,0.4428,REP-0250,baseline,BASELINE-01250
clean,0.587,0.9469,0.0544,0.0122,0.0544,536.4,0.4589,0.4005,0.3361,REP-0001,baseline,BASELINE-01251
clean,0.6953,0.9342,0.0157,0.0,0.0331,502.0,0.349,0.2743,0.4518,REP-0002,baseline,BASELINE-01252
loyalty_offer_missed,0.0925,0.8943,0.229,0.6557,0.1674,490.9,0.3713,0.3568,0.3897,REP-0003,baseline,BASELINE-01253
clean,0.6646,0.9524,0.1032,0.0235,0.051,524.4,0.3469,0.3197,0.4725,REP-0004,baseline,BASELINE-01254
loyalty_offer_missed,0.014,0.957,0.268,0.6439,0.1368,524.2,0.3238,0.3689,0.4041,REP-0005,baseline,BASELINE-01255
clean,0.6664,0.9092,0.0566,0.0452,0.0393,518.9,0.2551,0.2597,0.3708,REP-0006,baseline,BASELINE-01256
loyalty_offer_missed,0.0547,0.9707,0.1217,0.6398,0.1407,532.9,0.1616,0.2013,0.3947,REP-0007,baseline,BASELINE-01257
clean,0.6078,0.9357,0.0652,0.0421,0.0477,540.9,0.3589,0.3132,0.4109,REP-0008,baseline,BASELINE-01258
clean,0.721,0.917,0.0395,0.0795,0.0578,497.0,0.128,0.2633,0.4492,REP-0009,baseline,BASELINE-01259
clean,0.6217,0.8766,0.0681,0.0465,0.0403,532.1,0.2531,0.2316,0.4064,REP-0010,baseline,BASELINE-01260
fraud_store_promo,0.166,0.9039,0.2967,0.4942,0.1163,558.8,0.2646,0.3027,0.4108,REP-0011,baseline,BASELINE-01261
loyalty_offer_missed,0.029,0.948,0.17,0.6475,0.1229,536.7,0.3186,0.3937,0.4107,REP-0012,baseline,BASELINE-01262
fraud_hic_exchange,0.0524,0.9095,0.3078,0.4591,0.0728,575.7,0.4586,0.3265,0.3557,REP-0013,baseline,BASELINE-01263
unresolvable_clean,0.0922,0.536,0.3101,0.2244,0.0775,518.3,0.396,0.3244,0.3357,REP-0014,baseline,BASELINE-01264
gamed_metric,0.1125,0.8814,0.1316,0.4832,0.105,526.1,0.4037,0.3127,0.3299,REP-0015,baseline,BASELINE-01265
unresolvable_clean,0.1398,0.5629,0.3228,0.3093,0.0953,555.3,0.4801,0.3089,0.437,REP-0016,baseline,BASELINE-01266
fraud_store_promo,0.1541,0.8891,0.308,0.5283,0.0893,570.6,0.4731,0.311,0.4367,REP-0017,baseline,BASELINE-01267
clean,0.6921,0.8577,0.0318,0.0695,0.0558,587.4,0.4418,0.3685,0.427,REP-0018,baseline,BASELINE-01268
clean,0.5601,0.9225,0.0384,0.0662,0.0,551.7,0.327,0.3315,0.3677,REP-0019,baseline,BASELINE-01269
fraud_care_promo,0.1005,0.9185,0.2472,0.3652,0.0606,588.8,0.4603,0.4979,0.3505,REP-0020,baseline,BASELINE-01270
clean,0.6138,0.9052,0.0503,0.0951,0.0287,558.5,0.4406,0.3043,0.3647,REP-0021,baseline,BASELINE-01271
clean,0.5315,0.8869,0.0635,0.0,0.0982,552.1,0.38,0.3648,0.3728,REP-0022,baseline,BASELINE-01272
gamed_metric,0.1246,0.8957,0.1393,0.4689,0.0588,536.6,0.1881,0.2482,0.4913,REP-0023,baseline,BASELINE-01273
fraud_line_add,0.1618,0.8862,0.317,0.4451,0.0765,628.3,0.4954,0.3678,0.4163,REP-0024,baseline,BASELINE-01274
clean,0.6309,0.8979,0.0261,0.0032,0.0515,546.0,0.3844,0.361,0.3943,REP-0025,baseline,BASELINE-01275
clean,0.5898,0.9145,0.0347,0.0261,0.0456,541.7,0.4404,0.5553,0.4545,REP-0026,baseline,BASELINE-01276
loyalty_offer_missed,0.1417,0.9427,0.2187,0.6375,0.1264,568.6,0.3236,0.305,0.3303,REP-0027,baseline,BASELINE-01277
unresolvable_clean,0.0908,0.5342,0.2992,0.3285,0.0831,599.2,0.4541,0.3652,0.3228,REP-0028,baseline,BASELINE-01278
loyalty_offer_missed,0.1358,0.9238,0.2216,0.5967,0.1038,521.1,0.2583,0.2954,0.32,REP-0029,baseline,BASELINE-01279
loyalty_offer_missed,0.1422,0.8911,0.17,0.5982,0.1143,585.6,0.3938,0.2753,0.3577,REP-0030,baseline,BASELINE-01280
fraud_store_promo,0.2027,0.9268,0.2707,0.3764,0.1052,471.8,0.0,0.191,0.2893,REP-0031,baseline,BASELINE-01281
unresolvable_clean,0.0501,0.5754,0.3567,0.2832,0.0843,503.4,0.227,0.2205,0.4273,REP-0032,baseline,BASELINE-01282
clean,0.68,0.8828,0.0825,0.0025,0.0645,559.7,0.4507,0.3311,0.4198,REP-0033,baseline,BASELINE-01283
gamed_metric,0.0868,0.8881,0.1767,0.5337,0.0914,569.3,0.4052,0.3451,0.4266,REP-0034,baseline,BASELINE-01284
gamed_metric,0.1538,0.9664,0.1253,0.4226,0.0696,510.0,0.1617,0.1079,0.434,REP-0035,baseline,BASELINE-01285
unresolvable_clean,0.0798,0.5485,0.3352,0.239,0.0891,536.0,0.2407,0.2709,0.3289,REP-0036,baseline,BASELINE-01286
clean,0.5964,0.952,0.0882,0.0097,0.0434,537.1,0.2507,0.2515,0.5064,REP-0037,baseline,BASELINE-01287
fraud_store_promo,0.181,0.8652,0.2968,0.501,0.1039,536.6,0.3232,0.3578,0.3927,REP-0038,baseline,BASELINE-01288
clean,0.7146,0.9289,0.0279,0.0199,0.0319,560.8,0.2901,0.3797,0.398,REP-0039,baseline,BASELINE-01289
loyalty_offer_missed,0.0228,0.8928,0.1835,0.646,0.1345,543.6,0.431,0.4249,0.3522,REP-0040,baseline,BASELINE-01290
loyalty_offer_missed,0.0748,0.9561,0.2327,0.6465,0.1067,527.6,0.2407,0.2146,0.3454,REP-0041,baseline,BASELINE-01291
clean,0.4889,0.8755,0.0395,0.1002,0.037,644.0,0.5754,0.452,0.3513,REP-0042,baseline,BASELINE-01292
clean,0.5976,0.91,0.0514,0.0614,0.0332,530.3,0.162,0.261,0.3234,REP-0043,baseline,BASELINE-01293
clean,0.4797,0.934,0.0872,0.0805,0.015,576.9,0.5399,0.2504,0.4206,REP-0044,baseline,BASELINE-01294
unresolvable_clean,0.0325,0.5678,0.3547,0.2905,0.0597,531.4,0.0361,0.1377,0.4063,REP-0045,baseline,BASELINE-01295
gamed_metric,0.1234,0.9484,0.1424,0.5008,0.1002,509.5,0.2309,0.2685,0.3302,REP-0046,baseline,BASELINE-01296
clean,0.7245,0.956,0.0784,0.0,0.0,505.2,0.0792,0.2041,0.3671,REP-0047,baseline,BASELINE-01297
fraud_store_promo,0.1912,0.8736,0.3012,0.5164,0.0972,584.5,0.4515,0.4159,0.3849,REP-0048,baseline,BASELINE-01298
clean,0.7803,0.8662,0.0811,0.0466,0.0373,513.9,0.1499,0.2772,0.4008,REP-0049,baseline,BASELINE-01299
clean,0.5552,0.8436,0.0338,0.0735,0.0805,569.2,0.3825,0.459,0.3796,REP-0050,baseline,BASELINE-01300
loyalty_offer_missed,0.0932,0.9062,0.1718,0.6735,0.1082,512.1,0.2776,0.2759,0.4544,REP-0051,baseline,BASELINE-01301
unresolvable_clean,0.0263,0.5329,0.2698,0.2075,0.122,549.3,0.2916,0.2995,0.4828,REP-0052,baseline,BASELINE-01302
clean,0.7415,0.8944,0.0742,0.114,0.0415,568.0,0.4196,0.2257,0.3257,REP-0053,baseline,BASELINE-01303
clean,0.6758,0.9164,0.0509,0.0071,0.0383,518.3,0.3033,0.2875,0.3654,REP-0054,baseline,BASELINE-01304
clean,0.5858,0.9068,0.0878,0.0115,0.0181,592.3,0.4345,0.3177,0.3854,REP-0055,baseline,BASELINE-01305
fraud_line_add,0.2166,0.8525,0.289,0.4378,0.0876,484.6,0.0742,0.1402,0.3954,REP-0056,baseline,BASELINE-01306
gamed_metric,0.0387,0.9533,0.1089,0.5455,0.0988,531.8,0.3882,0.3089,0.3009,REP-0057,baseline,BASELINE-01307
clean,0.6618,0.8666,0.0335,0.0904,0.044,538.8,0.4212,0.4193,0.4058,REP-0058,baseline,BASELINE-01308
clean,0.7247,0.8858,0.0708,0.09,0.0206,568.6,0.2751,0.3714,0.4072,REP-0059,baseline,BASELINE-01309
fraud_hic_exchange,0.143,0.8868,0.3351,0.435,0.1036,515.1,0.1236,0.2612,0.3239,REP-0060,baseline,BASELINE-01310
fraud_hic_exchange,0.0964,0.9319,0.3303,0.4624,0.0702,549.8,0.1464,0.283,0.3265,REP-0061,baseline,BASELINE-01311
clean,0.5997,0.933,0.0633,0.0216,0.0377,485.2,0.2075,0.2054,0.3015,REP-0062,baseline,BASELINE-01312
gamed_metric,0.1212,0.8889,0.1455,0.4229,0.0681,528.9,0.3046,0.2934,0.4079,REP-0063,baseline,BASELINE-01313
loyalty_offer_missed,0.1369,0.9226,0.2347,0.686,0.1727,507.3,0.2605,0.2598,0.3247,REP-0064,baseline,BASELINE-01314
loyalty_offer_missed,0.0926,0.941,0.1517,0.5851,0.1001,617.6,0.5754,0.4646,0.3419,REP-0065,baseline,BASELINE-01315
fraud_store_promo,0.2076,0.8832,0.3203,0.419,0.1287,613.7,0.6096,0.4111,0.4704,REP-0066,baseline,BASELINE-01316
loyalty_offer_missed,0.136,0.9289,0.2011,0.6401,0.0887,542.9,0.3476,0.4088,0.5037,REP-0067,baseline,BASELINE-01317
gamed_metric,0.1026,0.9125,0.1605,0.5412,0.073,562.0,0.3237,0.3944,0.4239,REP-0068,baseline,BASELINE-01318
loyalty_offer_missed,0.0756,0.9365,0.2096,0.6771,0.1417,541.0,0.3912,0.4248,0.3272,REP-0069,baseline,BASELINE-01319
loyalty_offer_missed,0.136,0.9449,0.1434,0.6291,0.1833,451.2,0.1049,0.1977,0.393,REP-0070,baseline,BASELINE-01320
loyalty_offer_missed,0.0912,0.9545,0.1776,0.5942,0.1502,527.8,0.3677,0.4143,0.4376,REP-0071,baseline,BASELINE-01321
loyalty_offer_missed,0.1176,0.9388,0.1908,0.6101,0.1264,540.3,0.2227,0.2336,0.3952,REP-0072,baseline,BASELINE-01322
clean,0.6204,0.9358,0.057,0.0439,0.039,445.8,0.0313,0.2129,0.3359,REP-0073,baseline,BASELINE-01323
clean,0.6595,0.9801,0.1131,0.0877,0.0316,573.4,0.2297,0.2581,0.3723,REP-0074,baseline,BASELINE-01324
clean,0.8352,0.9195,0.053,0.0058,0.0,427.2,0.0,0.1371,0.3459,REP-0075,baseline,BASELINE-01325
clean,0.5446,0.9234,0.0892,0.0006,0.0535,518.3,0.4896,0.5389,0.3893,REP-0076,baseline,BASELINE-01326
clean,0.4962,0.9789,0.0849,0.008,0.0331,562.5,0.4809,0.4223,0.3764,REP-0077,baseline,BASELINE-01327
fraud_line_add,0.127,0.8331,0.2979,0.4454,0.0853,530.4,0.2195,0.2591,0.3243,REP-0078,baseline,BASELINE-01328
fraud_store_promo,0.1291,0.8409,0.2764,0.4983,0.0831,490.2,0.2203,0.3967,0.4018,REP-0079,baseline,BASELINE-01329
fraud_line_add,0.1636,0.8855,0.3425,0.4687,0.14,483.1,0.2625,0.243,0.3992,REP-0080,baseline,BASELINE-01330
fraud_store_promo,0.2199,0.8324,0.2758,0.4419,0.1001,516.8,0.3477,0.3402,0.3651,REP-0081,baseline,BASELINE-01331
gamed_metric,0.1503,0.9488,0.1145,0.5211,0.1048,578.8,0.4685,0.2467,0.3827,REP-0082,baseline,BASELINE-01332
clean,0.5977,0.8717,0.0835,0.0037,0.0408,572.8,0.3241,0.3347,0.3907,REP-0083,baseline,BASELINE-01333
gamed_metric,0.0981,0.9295,0.1644,0.5411,0.0886,476.8,0.0747,0.2146,0.3262,REP-0084,baseline,BASELINE-01334
clean,0.6317,0.9088,0.071,0.0485,0.042,506.4,0.1163,0.2077,0.3761,REP-0085,baseline,BASELINE-01335
clean,0.7114,0.8968,0.0073,0.0776,0.0551,504.0,0.131,0.2958,0.3852,REP-0086,baseline,BASELINE-01336
clean,0.7883,0.9026,0.0686,0.0162,0.0725,506.9,0.2099,0.2914,0.3445,REP-0087,baseline,BASELINE-01337
clean,0.7129,0.8922,0.044,0.0805,0.0524,472.1,0.1217,0.2317,0.4488,REP-0088,baseline,BASELINE-01338
clean,0.8033,0.8987,0.0525,0.0555,0.0501,568.1,0.274,0.3763,0.4072,REP-0089,baseline,BASELINE-01339
clean,0.5839,0.9122,0.1053,0.0468,0.0629,566.4,0.3776,0.3079,0.4431,REP-0090,baseline,BASELINE-01340
clean,0.8374,0.8829,0.0366,0.0199,0.0,482.9,0.2042,0.2743,0.3455,REP-0091,baseline,BASELINE-01341
clean,0.5604,0.9253,0.1277,0.0878,0.0129,586.3,0.5029,0.413,0.4456,REP-0092,baseline,BASELINE-01342
clean,0.5093,0.9092,0.0554,0.0245,0.0581,582.0,0.464,0.3828,0.374,REP-0093,baseline,BASELINE-01343
clean,0.7202,0.9157,0.107,0.0463,0.0758,518.8,0.2785,0.2464,0.4159,REP-0094,baseline,BASELINE-01344
loyalty_offer_missed,0.0928,0.9158,0.2268,0.6781,0.1359,519.3,0.2867,0.1706,0.3384,REP-0095,baseline,BASELINE-01345
clean,0.5335,0.9314,0.0487,0.0,0.0827,487.2,0.2449,0.2955,0.4076,REP-0096,baseline,BASELINE-01346
loyalty_offer_missed,0.0686,0.9582,0.1636,0.6239,0.111,565.0,0.3172,0.2772,0.3605,REP-0097,baseline,BASELINE-01347
unresolvable_clean,0.0199,0.5396,0.3057,0.258,0.0536,541.0,0.2709,0.463,0.414,REP-0098,baseline,BASELINE-01348
fraud_hic_exchange,0.1811,0.9148,0.3134,0.513,0.1159,593.8,0.2955,0.3565,0.4606,REP-0099,baseline,BASELINE-01349
clean,0.6362,0.9148,0.0526,0.0361,0.0608,533.4,0.2934,0.4521,0.3168,REP-0100,baseline,BASELINE-01350
loyalty_offer_missed,0.1044,0.9273,0.1522,0.6609,0.1194,504.9,0.2514,0.2976,0.3447,REP-0101,baseline,BASELINE-01351
clean,0.6021,0.9187,0.0574,0.0768,0.0436,615.4,0.52,0.3336,0.438,REP-0102,baseline,BASELINE-01352
loyalty_offer_missed,0.2002,0.9524,0.1339,0.6483,0.1484,521.5,0.2576,0.2355,0.3354,REP-0103,baseline,BASELINE-01353
clean,0.6351,0.9087,0.0434,0.0378,0.0933,498.0,0.3584,0.2555,0.418,REP-0104,baseline,BASELINE-01354
clean,0.5453,0.9171,0.0401,0.0292,0.035,580.5,0.4351,0.2869,0.4065,REP-0105,baseline,BASELINE-01355
clean,0.5674,0.8677,0.0697,0.0346,0.0405,567.1,0.3445,0.4407,0.3081,REP-0106,baseline,BASELINE-01356
fraud_hic_exchange,0.0572,0.8789,0.3191,0.4295,0.0585,502.7,0.3241,0.3941,0.3679,REP-0107,baseline,BASELINE-01357
clean,0.6525,0.9067,0.0656,0.0239,0.047,529.7,0.2431,0.3288,0.3719,REP-0108,baseline,BASELINE-01358
fraud_store_promo,0.1895,0.8936,0.2544,0.4477,0.0764,647.5,0.4527,0.2887,0.3753,REP-0109,baseline,BASELINE-01359
loyalty_offer_missed,0.1125,0.9831,0.2166,0.615,0.1572,523.5,0.3574,0.2562,0.341,REP-0110,baseline,BASELINE-01360
gamed_metric,0.1665,0.9356,0.1618,0.4426,0.0519,530.6,0.3164,0.2788,0.3614,REP-0111,baseline,BASELINE-01361
loyalty_offer_missed,0.1295,0.96,0.2224,0.6904,0.1479,512.2,0.3209,0.3696,0.4867,REP-0112,baseline,BASELINE-01362
loyalty_offer_missed,0.0499,0.9185,0.1688,0.642,0.1312,541.2,0.3306,0.4345,0.4608,REP-0113,baseline,BASELINE-01363
clean,0.6988,0.9249,0.0815,0.0165,0.0627,526.3,0.466,0.4727,0.3736,REP-0114,baseline,BASELINE-01364
clean,0.6439,0.9049,0.0951,0.1072,0.0613,563.2,0.468,0.404,0.4302,REP-0115,baseline,BASELINE-01365
clean,0.5674,0.9502,0.124,0.074,0.0542,522.0,0.3165,0.3121,0.3827,REP-0116,baseline,BASELINE-01366
gamed_metric,0.066,0.9588,0.1131,0.4886,0.0778,564.3,0.3991,0.3602,0.369,REP-0117,baseline,BASELINE-01367
clean,0.5121,0.8985,0.0413,0.0463,0.0479,503.7,0.1139,0.2803,0.38,REP-0118,baseline,BASELINE-01368
clean,0.6563,0.9152,0.0385,0.1231,0.0469,499.9,0.136,0.2592,0.3863,REP-0119,baseline,BASELINE-01369
clean,0.6902,0.8753,0.0311,0.04,0.048,571.7,0.4065,0.2986,0.4095,REP-0120,baseline,BASELINE-01370
fraud_line_add,0.1674,0.9064,0.2437,0.356,0.1343,508.3,0.1259,0.2282,0.3651,REP-0121,baseline,BASELINE-01371
unresolvable_clean,0.0707,0.5393,0.3065,0.3412,0.0756,487.1,0.3009,0.4219,0.3647,REP-0122,baseline,BASELINE-01372
clean,0.5626,0.8783,0.058,0.0685,0.0569,513.0,0.3881,0.2092,0.3505,REP-0123,baseline,BASELINE-01373
clean,0.6994,0.8914,0.0304,0.06,0.0566,497.8,0.1406,0.2107,0.3377,REP-0124,baseline,BASELINE-01374
loyalty_offer_missed,0.1265,0.8986,0.2158,0.6318,0.1212,509.4,0.2123,0.2702,0.4738,REP-0125,baseline,BASELINE-01375
unresolvable_clean,0.0651,0.5188,0.3683,0.3137,0.0674,578.0,0.4508,0.4279,0.4117,REP-0126,baseline,BASELINE-01376
unresolvable_clean,0.0553,0.5748,0.3103,0.2985,0.0645,525.0,0.2188,0.362,0.4255,REP-0127,baseline,BASELINE-01377
clean,0.559,0.8552,0.0744,0.0834,0.0737,538.7,0.1993,0.3446,0.4293,REP-0128,baseline,BASELINE-01378
loyalty_offer_missed,0.1444,0.9808,0.156,0.6648,0.1427,541.0,0.3665,0.3684,0.3694,REP-0129,baseline,BASELINE-01379
unresolvable_clean,0.0618,0.5907,0.3257,0.265,0.0823,521.7,0.2252,0.242,0.3703,REP-0130,baseline,BASELINE-01380
clean,0.7269,0.8832,0.0524,0.1092,0.0427,543.2,0.3168,0.3689,0.3701,REP-0131,baseline,BASELINE-01381
clean,0.6424,0.9266,0.0754,0.1049,0.0406,472.1,0.0918,0.2375,0.4375,REP-0132,baseline,BASELINE-01382
fraud_hic_exchange,0.0988,0.8622,0.3632,0.4516,0.0901,558.1,0.3467,0.3702,0.4666,REP-0133,baseline,BASELINE-01383
gamed_metric,0.1069,0.8793,0.1257,0.496,0.1069,514.0,0.2331,0.2818,0.4178,REP-0134,baseline,BASELINE-01384
gamed_metric,0.1309,0.8609,0.1292,0.4314,0.0921,579.0,0.4177,0.3798,0.4388,REP-0135,baseline,BASELINE-01385
clean,0.5557,0.9351,0.065,0.0201,0.0467,575.4,0.4551,0.218,0.4282,REP-0136,baseline,BASELINE-01386
clean,0.6974,0.8431,0.1089,0.065,0.0231,568.2,0.2601,0.3226,0.3343,REP-0137,baseline,BASELINE-01387
gamed_metric,0.0594,0.9414,0.1242,0.4598,0.1111,537.6,0.2812,0.406,0.3722,REP-0138,baseline,BASELINE-01388
clean,0.5925,0.9114,0.0976,0.0472,0.0574,537.6,0.1726,0.2906,0.4245,REP-0139,baseline,BASELINE-01389
loyalty_offer_missed,0.1184,0.9567,0.1692,0.6347,0.1105,555.3,0.3861,0.3853,0.3509,REP-0140,baseline,BASELINE-01390
fraud_store_promo,0.1443,0.8712,0.3056,0.4783,0.1017,493.9,0.1274,0.2249,0.4088,REP-0141,baseline,BASELINE-01391
clean,0.5293,0.895,0.0679,0.044,0.046,612.0,0.3646,0.2439,0.4065,REP-0142,baseline,BASELINE-01392
clean,0.6338,0.877,0.0461,0.0,0.0493,571.7,0.5261,0.2993,0.4003,REP-0143,baseline,BASELINE-01393
unresolvable_clean,0.0394,0.4605,0.3423,0.3357,0.0649,595.8,0.5011,0.4836,0.3738,REP-0144,baseline,BASELINE-01394
loyalty_offer_missed,0.0725,0.9848,0.1822,0.6356,0.1403,586.6,0.322,0.2565,0.4269,REP-0145,baseline,BASELINE-01395
clean,0.7117,0.9812,0.1116,0.0,0.02,579.4,0.3044,0.3232,0.2904,REP-0146,baseline,BASELINE-01396
fraud_line_add,0.1234,0.8225,0.2655,0.4512,0.1086,504.7,0.2772,0.4198,0.3647,REP-0147,baseline,BASELINE-01397
clean,0.6155,0.8756,0.0545,0.033,0.0734,542.0,0.353,0.2869,0.3956,REP-0148,baseline,BASELINE-01398
gamed_metric,0.1115,0.8717,0.1559,0.4212,0.0624,506.1,0.2206,0.2806,0.3834,REP-0149,baseline,BASELINE-01399
fraud_hic_exchange,0.1106,0.9093,0.3176,0.4936,0.116,537.3,0.2619,0.2916,0.405,REP-0150,baseline,BASELINE-01400
clean,0.6884,0.8856,0.0268,0.0675,0.0263,511.7,0.2316,0.211,0.3897,REP-0151,baseline,BASELINE-01401
clean,0.7,0.9191,0.0487,0.0375,0.034,523.9,0.203,0.3693,0.2841,REP-0152,baseline,BASELINE-01402
clean,0.5931,0.9505,0.0725,0.0,0.046,496.6,0.3236,0.3008,0.3855,REP-0153,baseline,BASELINE-01403
fraud_store_promo,0.1633,0.8578,0.2208,0.487,0.094,535.8,0.2448,0.3144,0.347,REP-0154,baseline,BASELINE-01404
unresolvable_clean,0.0,0.545,0.2864,0.2537,0.058,538.9,0.2567,0.1541,0.3687,REP-0155,baseline,BASELINE-01405
clean,0.554,0.9055,0.0014,0.0453,0.0833,528.3,0.2635,0.314,0.4545,REP-0156,baseline,BASELINE-01406
clean,0.6376,0.9153,0.1404,0.1096,0.0008,551.9,0.3329,0.2652,0.3882,REP-0157,baseline,BASELINE-01407
clean,0.6609,0.9233,0.0164,0.1171,0.041,487.9,0.17,0.3456,0.4527,REP-0158,baseline,BASELINE-01408
unresolvable_clean,0.1474,0.5392,0.2746,0.308,0.0353,589.0,0.4293,0.3819,0.3466,REP-0159,baseline,BASELINE-01409
clean,0.5998,0.9134,0.0754,0.0285,0.0471,503.9,0.3285,0.3674,0.3872,REP-0160,baseline,BASELINE-01410
clean,0.6634,0.8933,0.0711,0.0214,0.0269,543.4,0.311,0.3336,0.4027,REP-0161,baseline,BASELINE-01411
clean,0.7212,0.8846,0.0478,0.0,0.0161,506.8,0.2118,0.3517,0.3103,REP-0162,baseline,BASELINE-01412
loyalty_offer_missed,0.0515,0.9129,0.1477,0.5954,0.1362,570.0,0.5062,0.3179,0.3092,REP-0163,baseline,BASELINE-01413
fraud_store_promo,0.2048,0.9014,0.3297,0.4679,0.1199,540.5,0.3346,0.2772,0.3563,REP-0164,baseline,BASELINE-01414
